epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,7556.95,0.75663,0.38791,1.06075,0.98678,0.99474,0.99468,0.8269,0.71624,0.33223,1.00454,0.00140048,0.00140048,0.00140048
78,7640.19,0.74677,0.38714,1.05171,0.98636,0.99369,0.99458,0.82703,0.71805,0.33629,1.00726,0.00139259,0.00139259,0.00139259
79,7723.41,0.75925,0.38072,1.07106,0.98668,0.99579,0.99473,0.82945,0.7252,0.33181,1.01837,0.0013847,0.0013847,0.0013847
80,7806.47,0.75447,0.3917,1.06909,0.98653,0.9858,0.99422,0.824,0.72494,0.33675,1.00876,0.00137681,0.00137681,0.00137681
81,7889.49,0.74834,0.38603,1.06076,0.989,0.99291,0.99417,0.82881,0.72106,0.33494,1.00813,0.00136892,0.00136892,0.00136892
82,7973.14,0.73647,0.38044,1.05179,0.98644,0.99454,0.99457,0.82763,0.72617,0.33082,1.00835,0.00136104,0.00136104,0.00136104
83,8059.15,0.73602,0.38187,1.0537,0.98801,0.99632,0.99473,0.83429,0.70973,0.32376,0.99018,0.00135315,0.00135315,0.00135315
84,8145.68,0.73793,0.37658,1.04769,0.98904,0.99601,0.99456,0.82888,0.71,0.32022,0.99527,0.00134526,0.00134526,0.00134526
85,8231.92,0.75151,0.38737,1.05856,0.98796,0.99207,0.99397,0.82956,0.71239,0.32924,1.00449,0.00133737,0.00133737,0.00133737
86,8318.42,0.73891,0.38332,1.04554,0.99264,0.99223,0.99456,0.83273,0.70965,0.32216,0.99866,0.00132948,0.00132948,0.00132948
87,8405.03,0.73721,0.38153,1.059,0.98491,0.99484,0.99416,0.82935,0.7212,0.33122,1.01369,0.00132159,0.00132159,0.00132159
88,8491.59,0.73709,0.37703,1.05621,0.98414,0.99632,0.99427,0.83161,0.71119,0.32331,1.00865,0.00131371,0.00131371,0.00131371
89,8577.76,0.74848,0.38497,1.05915,0.99046,0.99474,0.99452,0.83638,0.7019,0.31727,1.00271,0.00130582,0.00130582,0.00130582
90,8664.32,0.73507,0.37217,1.04891,0.99193,0.99159,0.9945,0.83381,0.7034,0.31921,0.99558,0.00129793,0.00129793,0.00129793
91,8750.65,0.72695,0.37548,1.04957,0.99003,0.99632,0.9945,0.82607,0.71201,0.32896,1.0004,0.00129004,0.00129004,0.00129004
92,8836.94,0.74451,0.37553,1.05377,0.99274,0.99527,0.99412,0.82711,0.71896,0.32203,0.99807,0.00128215,0.00128215,0.00128215
93,8923.72,0.73573,0.37215,1.04021,0.9892,0.99579,0.9944,0.83673,0.69439,0.3202,0.99145,0.00127426,0.00127426,0.00127426
94,9010.15,0.7125,0.36797,1.04873,0.99343,0.99264,0.99473,0.82999,0.70907,0.31873,1.00016,0.00126637,0.00126637,0.00126637
95,9096.33,0.73211,0.36853,1.0475,0.99111,0.99612,0.99468,0.83378,0.69279,0.31223,0.99793,0.00125849,0.00125849,0.00125849
96,9183.15,0.72735,0.37193,1.04181,0.98949,0.99474,0.99465,0.83146,0.69816,0.31691,0.99484,0.0012506,0.0012506,0.0012506
97,9269.63,0.73292,0.36978,1.04839,0.99346,0.99264,0.99455,0.83839,0.69426,0.31675,0.99539,0.00124271,0.00124271,0.00124271
98,9356.23,0.71564,0.36161,1.04366,0.98976,0.99474,0.99406,0.84212,0.69553,0.31368,0.99872,0.00123482,0.00123482,0.00123482
99,9442.27,0.72038,0.36021,1.04181,0.99239,0.99579,0.99436,0.83836,0.69765,0.31244,0.99441,0.00122693,0.00122693,0.00122693
100,9528.29,0.72111,0.36694,1.03329,0.99264,0.99207,0.99434,0.82825,0.71071,0.3197,1.00605,0.00121904,0.00121904,0.00121904
101,9614.94,0.7299,0.36811,1.04105,0.99304,0.99422,0.99428,0.83704,0.69751,0.31085,0.98895,0.00121116,0.00121116,0.00121116
102,9701.13,0.71649,0.36455,1.03481,0.99319,0.99649,0.99472,0.83607,0.68935,0.31006,0.98531,0.00120327,0.00120327,0.00120327
103,9787.41,0.72423,0.36244,1.04633,0.99571,0.99685,0.99474,0.83935,0.68436,0.31111,0.98875,0.00119538,0.00119538,0.00119538
104,9873.83,0.7253,0.37044,1.04465,0.99526,0.9945,0.99463,0.84139,0.68385,0.31141,0.98872,0.00118749,0.00118749,0.00118749
105,9959.11,0.72363,0.36434,1.04322,0.99163,0.99607,0.99444,0.83509,0.68446,0.31057,0.98703,0.0011796,0.0011796,0.0011796
106,10042.3,0.71482,0.35787,1.04402,0.99161,0.99448,0.99412,0.84125,0.68615,0.30779,0.98945,0.00117171,0.00117171,0.00117171
107,10125.7,0.71389,0.35999,1.03854,0.99018,0.99527,0.99425,0.84125,0.68462,0.30927,0.99191,0.00116382,0.00116382,0.00116382
108,10209.1,0.72037,0.36424,1.04632,0.99058,0.99471,0.9946,0.83619,0.69616,0.31397,0.99924,0.00115594,0.00115594,0.00115594
109,10292.5,0.70668,0.36207,1.04199,0.99472,0.99632,0.99483,0.83471,0.69677,0.31127,0.99626,0.00114805,0.00114805,0.00114805
110,10375.8,0.72135,0.36037,1.04185,0.99475,0.9954,0.99458,0.84522,0.68144,0.30718,0.9811,0.00114016,0.00114016,0.00114016
111,10459.7,0.71682,0.35911,1.0405,0.98986,0.99422,0.9944,0.8436,0.68373,0.30954,0.98388,0.00113227,0.00113227,0.00113227
112,10543.1,0.70927,0.35754,1.03524,0.99319,0.99666,0.99452,0.84527,0.68331,0.30291,0.98738,0.00112438,0.00112438,0.00112438
113,10626.7,0.7072,0.35236,1.04335,0.99008,0.99695,0.99448,0.83355,0.6907,0.31057,0.98723,0.00111649,0.00111649,0.00111649
114,10710.1,0.71093,0.35653,1.03735,0.99053,0.9979,0.99435,0.83603,0.68141,0.30732,0.98389,0.00110861,0.00110861,0.00110861
115,10793.3,0.71124,0.35405,1.0434,0.99527,0.99631,0.99436,0.83908,0.69268,0.30549,0.98969,0.00110072,0.00110072,0.00110072
116,10876.5,0.7131,0.36004,1.04402,0.99631,0.99422,0.99454,0.83989,0.6834,0.30608,0.98553,0.00109283,0.00109283,0.00109283
117,10959.8,0.70722,0.35333,1.03576,0.99442,0.99685,0.99471,0.84261,0.67359,0.29945,0.97735,0.00108494,0.00108494,0.00108494
118,11043.1,0.70127,0.35072,1.03232,0.99423,0.99704,0.99412,0.84608,0.67122,0.29636,0.98229,0.00107705,0.00107705,0.00107705
119,11126.7,0.69781,0.35619,1.03544,0.99579,0.99573,0.99464,0.84059,0.67623,0.29795,0.98137,0.00106916,0.00106916,0.00106916
120,11209.9,0.6997,0.34772,1.03419,0.99216,0.99765,0.9946,0.84049,0.67801,0.30108,0.98429,0.00106127,0.00106127,0.00106127
121,11293.5,0.69684,0.34944,1.03045,0.9937,0.99542,0.99466,0.84774,0.66967,0.29854,0.98174,0.00105339,0.00105339,0.00105339
122,11377,0.68154,0.34648,1.02422,0.99438,0.99685,0.99468,0.84618,0.66532,0.29608,0.97536,0.0010455,0.0010455,0.0010455
123,11460.3,0.69055,0.34504,1.02366,0.99435,0.99474,0.99463,0.84581,0.67865,0.29816,0.98132,0.00103761,0.00103761,0.00103761
124,11544,0.69331,0.3431,1.02735,0.99538,0.99685,0.9946,0.84517,0.66534,0.29587,0.97006,0.00102972,0.00102972,0.00102972
125,11627.3,0.69335,0.34527,1.02218,0.99452,0.99685,0.99445,0.84757,0.66951,0.29494,0.9746,0.00102183,0.00102183,0.00102183
126,11710.4,0.69161,0.34464,1.02469,0.99476,0.9972,0.99461,0.84929,0.66517,0.29432,0.97023,0.00101394,0.00101394,0.00101394
127,11796.5,0.68024,0.33913,1.01459,0.99079,0.99737,0.99453,0.84743,0.66497,0.29993,0.96874,0.00100606,0.00100606,0.00100606
128,11883.4,0.68366,0.34145,1.01856,0.99371,0.99734,0.99435,0.84804,0.66271,0.294,0.96944,0.000998167,0.000998167,0.000998167
129,11970.4,0.69226,0.3436,1.02919,0.99527,0.99485,0.99449,0.846,0.66293,0.29259,0.96747,0.000990279,0.000990279,0.000990279
130,12059.4,0.68991,0.34775,1.03098,0.99345,0.99737,0.99429,0.84844,0.6654,0.29384,0.97168,0.00098239,0.00098239,0.00098239
131,12156.2,0.6783,0.3388,1.02433,0.99424,0.99788,0.99411,0.85327,0.65636,0.28931,0.96374,0.000974502,0.000974502,0.000974502
132,12251.7,0.67866,0.33729,1.02369,0.99632,0.99735,0.99468,0.85151,0.65528,0.29152,0.96415,0.000966614,0.000966614,0.000966614
133,12339.7,0.68636,0.33996,1.02936,0.99419,0.99685,0.99447,0.85134,0.66042,0.29361,0.97971,0.000958725,0.000958725,0.000958725
134,12423.1,0.69286,0.34604,1.02868,0.99388,0.99632,0.99428,0.85042,0.65207,0.28832,0.96314,0.000950837,0.000950837,0.000950837
135,12506.5,0.68908,0.33911,1.02509,0.99572,0.99579,0.99442,0.8545,0.65203,0.2884,0.96252,0.000942948,0.000942948,0.000942948
136,12590.2,0.6773,0.33683,1.02158,0.9962,0.99737,0.99459,0.85121,0.65795,0.29192,0.97077,0.00093506,0.00093506,0.00093506
137,12673.6,0.67385,0.33342,1.01773,0.99371,0.9969,0.99458,0.85034,0.66062,0.29265,0.96845,0.000927171,0.000927171,0.000927171
138,12757,0.68196,0.33677,1.02613,0.99536,0.99474,0.9945,0.85147,0.65033,0.292,0.96546,0.000919283,0.000919283,0.000919283
139,12840.2,0.68041,0.33524,1.02535,0.99632,0.99555,0.99457,0.85511,0.65258,0.28996,0.9649,0.000911394,0.000911394,0.000911394
140,12923.8,0.67514,0.33427,1.02044,0.99423,0.99587,0.99474,0.85657,0.64934,0.28687,0.96568,0.000903506,0.000903506,0.000903506
141,13007.4,0.67996,0.33411,1.0262,0.99632,0.99625,0.9946,0.85534,0.64425,0.28629,0.96369,0.000895618,0.000895618,0.000895618
142,13090.9,0.68001,0.3362,1.0246,0.9955,0.99685,0.99459,0.84985,0.64858,0.29397,0.96818,0.000887729,0.000887729,0.000887729
143,13174.4,0.67448,0.33246,1.0201,0.99319,0.99742,0.9946,0.85711,0.64417,0.28485,0.95937,0.000879841,0.000879841,0.000879841
144,13257.9,0.67101,0.32585,1.00959,0.99423,0.9961,0.99447,0.85426,0.64366,0.2847,0.96062,0.000871952,0.000871952,0.000871952
145,13341.2,0.67121,0.33442,1.01736,0.99499,0.99579,0.99466,0.8526,0.64946,0.28929,0.95909,0.000864064,0.000864064,0.000864064
146,13424.7,0.67172,0.33364,1.02099,0.99608,0.99685,0.99474,0.85366,0.64344,0.28338,0.96042,0.000856175,0.000856175,0.000856175
147,13508.3,0.66721,0.33696,1.01777,0.99613,0.99422,0.99475,0.85647,0.63476,0.28441,0.95691,0.000848287,0.000848287,0.000848287
148,13591.9,0.66723,0.33247,1.01626,0.99424,0.99797,0.99464,0.85575,0.63925,0.28431,0.95979,0.000840398,0.000840398,0.000840398
149,13675.3,0.66526,0.32893,1.02111,0.99716,0.9979,0.99468,0.85658,0.64064,0.28253,0.95971,0.00083251,0.00083251,0.00083251
150,13758.8,0.66195,0.32783,1.00663,0.99737,0.9967,0.99475,0.85907,0.63845,0.28444,0.95527,0.000824622,0.000824622,0.000824622
