epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7319.3,0.45264,0.27009,0.91759,0.94906,0.9728,0.96875,0.8457,0.47644,0.26876,0.90509,0.000490071,0.000490071,0.000490071
181,7355.37,0.44812,0.26499,0.91632,0.94679,0.96975,0.96289,0.8398,0.47466,0.26754,0.89613,0.000483496,0.000483496,0.000483496
182,7391.82,0.45053,0.26278,0.90979,0.94066,0.97616,0.96016,0.8379,0.47804,0.27224,0.89711,0.000476921,0.000476921,0.000476921
183,9595.33,0.44664,0.26669,0.90451,0.94868,0.97128,0.96587,0.84615,0.46956,0.27225,0.88868,0.000470346,0.000470346,0.000470346
184,9630.46,0.43933,0.26247,0.90498,0.96777,0.94607,0.96783,0.84937,0.47676,0.27342,0.90005,0.000463771,0.000463771,0.000463771
185,9666.36,0.4565,0.27403,0.92451,0.94488,0.96254,0.96729,0.84726,0.47456,0.27088,0.90539,0.000457196,0.000457196,0.000457196
186,9702.27,0.44659,0.26708,0.9112,0.95647,0.95393,0.96997,0.84897,0.47,0.26458,0.89212,0.000450621,0.000450621,0.000450621
187,9738.13,0.44474,0.26321,0.90966,0.96309,0.9597,0.96794,0.85336,0.47001,0.26047,0.88742,0.000444046,0.000444046,0.000444046
188,9774.07,0.44383,0.26582,0.90379,0.95861,0.97313,0.96998,0.85114,0.47578,0.26183,0.89868,0.000437471,0.000437471,0.000437471
189,9809.97,0.44022,0.25815,0.9102,0.95747,0.97616,0.96872,0.84965,0.47095,0.26154,0.89548,0.000430896,0.000430896,0.000430896
190,9845.85,0.44374,0.26857,0.91505,0.95199,0.97586,0.96769,0.84834,0.47533,0.26569,0.89683,0.000424321,0.000424321,0.000424321
191,9881.77,0.4338,0.2613,0.91587,0.95287,0.96372,0.96871,0.85147,0.47492,0.26193,0.90181,0.000417746,0.000417746,0.000417746
192,9917.68,0.45026,0.26537,0.91829,0.94848,0.97839,0.9669,0.84856,0.47235,0.26529,0.90223,0.000411171,0.000411171,0.000411171
193,10471.6,0.43553,0.25621,0.9169,0.94986,0.97635,0.96802,0.85495,0.4719,0.2567,0.8916,0.000404596,0.000404596,0.000404596
194,10506.8,0.44213,0.26645,0.9096,0.9559,0.97919,0.97145,0.84762,0.4693,0.26007,0.89303,0.000398021,0.000398021,0.000398021
195,10541.5,0.43651,0.26073,0.91461,0.96627,0.96759,0.9645,0.84427,0.4666,0.25347,0.88962,0.000391446,0.000391446,0.000391446
196,10576.2,0.43068,0.25593,0.90115,0.96418,0.96624,0.96656,0.84516,0.46557,0.2551,0.88378,0.000384871,0.000384871,0.000384871
197,10611,0.42758,0.25464,0.90806,0.95657,0.98645,0.97227,0.85233,0.4597,0.24568,0.87962,0.000378296,0.000378296,0.000378296
198,10645.8,0.42852,0.25929,0.90673,0.95901,0.98083,0.97195,0.85656,0.45733,0.24165,0.88625,0.000371721,0.000371721,0.000371721
199,10680.8,0.42716,0.25314,0.91333,0.95033,0.97551,0.97006,0.85288,0.46926,0.24975,0.90274,0.000365146,0.000365146,0.000365146
200,10715.3,0.42388,0.24938,0.9072,0.96223,0.94979,0.96343,0.85352,0.46316,0.25862,0.89698,0.000358571,0.000358571,0.000358571
201,10750.3,0.41976,0.24718,0.90588,0.95126,0.96642,0.96646,0.85224,0.47089,0.26211,0.90594,0.000351996,0.000351996,0.000351996
202,10784.8,0.42564,0.25196,0.91091,0.95255,0.97313,0.96671,0.84992,0.45645,0.25223,0.89071,0.000345421,0.000345421,0.000345421
203,10819.8,0.42667,0.25199,0.90024,0.94892,0.97616,0.96777,0.8535,0.46217,0.25476,0.88861,0.000338846,0.000338846,0.000338846
204,10854.4,0.41594,0.24912,0.9023,0.96394,0.95328,0.96852,0.84732,0.45475,0.24687,0.88507,0.000332271,0.000332271,0.000332271
205,10889.2,0.40941,0.24543,0.89865,0.9581,0.97086,0.96904,0.85014,0.45114,0.24649,0.88538,0.000325696,0.000325696,0.000325696
206,10923.9,0.40877,0.24727,0.89737,0.96359,0.96571,0.96748,0.85277,0.45969,0.25272,0.88521,0.000319121,0.000319121,0.000319121
207,10958.7,0.41462,0.24568,0.89552,0.96368,0.9698,0.96993,0.85668,0.45246,0.24926,0.87795,0.000312546,0.000312546,0.000312546
208,10993.6,0.41933,0.25277,0.89845,0.96026,0.97074,0.96827,0.85501,0.46128,0.248,0.88118,0.000305971,0.000305971,0.000305971
209,11028.3,0.41439,0.25045,0.90105,0.95731,0.9673,0.96939,0.85392,0.45576,0.24804,0.88102,0.000299396,0.000299396,0.000299396
210,11063.2,0.40766,0.24473,0.89178,0.96288,0.97355,0.97059,0.8553,0.45228,0.24138,0.87884,0.000292821,0.000292821,0.000292821
211,11098.1,0.41483,0.2486,0.89278,0.95176,0.97905,0.96809,0.85366,0.45103,0.24616,0.87559,0.000286246,0.000286246,0.000286246
212,11133,0.40186,0.2395,0.89801,0.96053,0.96963,0.96963,0.85822,0.45409,0.24533,0.87687,0.000279671,0.000279671,0.000279671
213,11168.6,0.41608,0.24744,0.89938,0.97036,0.9557,0.96941,0.85694,0.45415,0.24982,0.87977,0.000273096,0.000273096,0.000273096
214,11203.5,0.41113,0.24902,0.90246,0.94934,0.97582,0.96767,0.85706,0.45503,0.25088,0.88545,0.000266521,0.000266521,0.000266521
215,11238.1,0.41436,0.24865,0.90468,0.94684,0.97782,0.97003,0.85338,0.4502,0.24396,0.8904,0.000259946,0.000259946,0.000259946
216,11273.5,0.39726,0.24289,0.90615,0.95522,0.97313,0.96799,0.85685,0.45168,0.24563,0.89128,0.000253371,0.000253371,0.000253371
217,11309.7,0.40672,0.23818,0.89116,0.95489,0.97313,0.96408,0.85798,0.45004,0.24717,0.89648,0.000246796,0.000246796,0.000246796
218,11345.9,0.40055,0.23722,0.89555,0.94698,0.97176,0.96375,0.85598,0.4539,0.244,0.89827,0.000240221,0.000240221,0.000240221
219,11382.1,0.40197,0.24037,0.89312,0.95403,0.97616,0.96714,0.8563,0.44837,0.2407,0.89278,0.000233646,0.000233646,0.000233646
220,11418.2,0.39595,0.23453,0.89823,0.94995,0.97753,0.96818,0.85787,0.45473,0.23869,0.89024,0.000227071,0.000227071,0.000227071
221,11454.4,0.40669,0.24234,0.89673,0.96029,0.97076,0.96899,0.85656,0.45436,0.23841,0.88998,0.000220496,0.000220496,0.000220496
222,11490.5,0.39645,0.2363,0.89877,0.95777,0.96472,0.96649,0.85227,0.45809,0.23895,0.89307,0.000213921,0.000213921,0.000213921
223,11526.5,0.38617,0.22608,0.89071,0.95313,0.97076,0.96284,0.85684,0.44746,0.23742,0.88841,0.000207346,0.000207346,0.000207346
224,11562.6,0.3928,0.23656,0.89279,0.96056,0.9667,0.96444,0.86069,0.44699,0.23704,0.88783,0.000200771,0.000200771,0.000200771
225,11598.8,0.39474,0.23731,0.89953,0.96006,0.9791,0.97164,0.86111,0.44807,0.23649,0.88704,0.000194196,0.000194196,0.000194196
226,11635.1,0.38762,0.23551,0.89246,0.95911,0.97985,0.97219,0.8658,0.44541,0.2351,0.88265,0.000187621,0.000187621,0.000187621
227,11671.4,0.39001,0.23354,0.88977,0.96308,0.97186,0.9717,0.8619,0.44927,0.23609,0.88716,0.000181045,0.000181045,0.000181045
228,11743,0.38099,0.23235,0.88877,0.9581,0.97985,0.97143,0.8621,0.44781,0.2324,0.88221,0.00017447,0.00017447,0.00017447
229,11777.6,0.38769,0.23128,0.89119,0.96735,0.97029,0.97094,0.86166,0.44816,0.23382,0.88185,0.000167895,0.000167895,0.000167895
230,11812.5,0.37999,0.23547,0.89067,0.96214,0.9736,0.96734,0.86114,0.44359,0.23329,0.88078,0.00016132,0.00016132,0.00016132
231,11847.1,0.38475,0.23114,0.89357,0.9621,0.97295,0.96759,0.86087,0.44567,0.2345,0.88382,0.000154745,0.000154745,0.000154745
232,11882,0.38481,0.23073,0.8868,0.96517,0.97616,0.97019,0.86203,0.44954,0.23695,0.88519,0.00014817,0.00014817,0.00014817
233,11916.7,0.38247,0.23148,0.89307,0.95597,0.97859,0.97059,0.86476,0.44868,0.23489,0.887,0.000141595,0.000141595,0.000141595
234,11951.7,0.38623,0.23003,0.89479,0.95559,0.98199,0.97123,0.86723,0.44354,0.23425,0.88341,0.00013502,0.00013502,0.00013502
235,11986.6,0.38128,0.23032,0.88722,0.9515,0.98288,0.97113,0.86861,0.44209,0.23611,0.88415,0.000128445,0.000128445,0.000128445
236,12021.4,0.38738,0.23093,0.89503,0.95893,0.97945,0.97115,0.86699,0.43974,0.23318,0.88242,0.00012187,0.00012187,0.00012187
237,12056.1,0.38234,0.22773,0.89049,0.95824,0.97898,0.97123,0.86807,0.44262,0.23426,0.88289,0.000115295,0.000115295,0.000115295
238,12090.8,0.38635,0.23358,0.89341,0.96444,0.9791,0.97246,0.86688,0.44234,0.23329,0.8843,0.00010872,0.00010872,0.00010872
239,12125.8,0.3788,0.22983,0.88935,0.96186,0.9763,0.97266,0.86924,0.43917,0.23352,0.88352,0.000102145,0.000102145,0.000102145
240,12160.6,0.38747,0.23251,0.89529,0.9676,0.97271,0.97125,0.8669,0.4384,0.23203,0.88257,9.55702e-05,9.55702e-05,9.55702e-05
241,12195.3,0.3772,0.22433,0.88387,0.9693,0.97105,0.97074,0.86278,0.43929,0.23171,0.88268,8.89952e-05,8.89952e-05,8.89952e-05
242,12253.5,0.34652,0.20096,0.87577,0.96419,0.95733,0.96459,0.85698,0.44879,0.23631,0.89271,8.24202e-05,8.24202e-05,8.24202e-05
243,12288.3,0.33365,0.19099,0.86655,0.94928,0.97662,0.96628,0.85777,0.45123,0.23431,0.8955,7.58452e-05,7.58452e-05,7.58452e-05
244,12640.3,0.33122,0.19132,0.86929,0.9557,0.97682,0.96639,0.86,0.44774,0.2309,0.89034,6.92702e-05,6.92702e-05,6.92702e-05
245,12675,0.34326,0.19556,0.8743,0.95968,0.98288,0.96985,0.8628,0.44424,0.23145,0.88642,6.26951e-05,6.26951e-05,6.26951e-05
246,12710.2,0.32535,0.18753,0.86735,0.95456,0.97985,0.96747,0.8649,0.44711,0.22947,0.88994,5.61201e-05,5.61201e-05,5.61201e-05
247,12746.3,0.3442,0.19753,0.87254,0.96086,0.97681,0.96636,0.86479,0.44316,0.23006,0.88415,4.95451e-05,4.95451e-05,4.95451e-05
248,12782.3,0.32197,0.18698,0.84984,0.96101,0.97645,0.96696,0.86516,0.44077,0.2283,0.88397,4.29701e-05,4.29701e-05,4.29701e-05
249,12818.4,0.31846,0.1885,0.8594,0.96133,0.97379,0.96731,0.8657,0.44188,0.22665,0.88463,3.63951e-05,3.63951e-05,3.63951e-05
250,12853.7,0.32114,0.19032,0.85766,0.95847,0.97456,0.96753,0.86612,0.44247,0.22721,0.8853,2.982e-05,2.982e-05,2.982e-05
251,12888.3,0.31532,0.18568,0.86256,0.96125,0.97568,0.96744,0.86559,0.44179,0.22663,0.88495,2.3245e-05,2.3245e-05,2.3245e-05
