epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,4181.34,1.08415,0.64689,1.16811,0.92421,0.87878,0.92999,0.58681,1.3339,0.61285,1.37236,0.000698406,0.000698406,0.000698406
167,4205.8,1.09134,0.63916,1.17525,0.93427,0.8578,0.92456,0.58009,1.33446,0.63276,1.36576,0.000690518,0.000690518,0.000690518
168,4230.42,1.07986,0.64531,1.1693,0.93657,0.86158,0.92839,0.58475,1.33024,0.627,1.35939,0.000682629,0.000682629,0.000682629
169,4255.09,1.09164,0.6415,1.17633,0.91767,0.8836,0.93312,0.58957,1.3097,0.61495,1.34821,0.000674741,0.000674741,0.000674741
170,4279.85,1.07372,0.63477,1.16278,0.93794,0.86857,0.93316,0.58991,1.31887,0.61114,1.35701,0.000666853,0.000666853,0.000666853
171,4304.49,1.08672,0.65347,1.17416,0.93166,0.87919,0.93089,0.59031,1.32693,0.60937,1.37382,0.000658964,0.000658964,0.000658964
172,4328.87,1.07374,0.63705,1.15851,0.9276,0.87062,0.92517,0.58563,1.33539,0.62204,1.38005,0.000651076,0.000651076,0.000651076
173,4353.7,1.07577,0.63835,1.1646,0.92918,0.8751,0.92851,0.58445,1.3299,0.63308,1.38403,0.000643187,0.000643187,0.000643187
174,4578.78,1.08637,0.63429,1.16358,0.92711,0.88087,0.93088,0.58918,1.3324,0.6188,1.3867,0.000635299,0.000635299,0.000635299
175,4602.2,1.0675,0.62543,1.15763,0.93274,0.87841,0.92944,0.58728,1.34212,0.62262,1.38115,0.00062741,0.00062741,0.00062741
176,4625.48,1.0604,0.61693,1.15191,0.93076,0.87968,0.92979,0.58071,1.33045,0.6211,1.36417,0.000619522,0.000619522,0.000619522
177,4648.32,1.06624,0.62503,1.16692,0.92381,0.87477,0.92596,0.58169,1.3409,0.6331,1.37905,0.000611633,0.000611633,0.000611633
178,4672.39,1.07509,0.64537,1.16904,0.9211,0.88144,0.92692,0.58383,1.3233,0.62714,1.36693,0.000603745,0.000603745,0.000603745
179,4696.91,1.05115,0.61967,1.15784,0.92645,0.87702,0.92898,0.58646,1.31519,0.60759,1.36887,0.000595857,0.000595857,0.000595857
